#NAME	CHROM	STRAND	TX_START	TX_END	EXON_START	EXON_END	CDS_START	CDS_END
ENST00000367858.10	chr6	-	134169255	134318112	134169255,134170825,134171022,134171636,134172192,134172661,134173022,134173273,134173461,134174004,134174510,134207355,134261932,134317391,	134170435,134170915,134171178,134171732,134172316,134172774,134173154,134173357,134173566,134174080,134174586,134207431,134262148,134318112,	134170270	134317460
ENST00000282561.4	chr6	+	121435645	121449727	121435645,121446831,	121435832,121449727,	121446847	121447993
ENST00000312541.10	chr6	+	26457954	26469637	26457954,26458606,26459480,26463243,26465184,26465952,26466061,26467947,	26458142,26458718,26459828,26463525,26465406,26465973,26466088,26469637,	26458636	26468546
ENST00000274849.3	chr6	+	26596952	26600739	26596952,26597913,26598264,	26597223,26598110,26600739,	26596982	26598642
ENST00000415922.7	chr6	-	26634382	26659746	26634382,26643658,26658557,26659440,	26638728,26643728,26658646,26659746,	26637347	26638553
ENST00000396984.2	chr6	-	26123466	26123926	26123466,	26123926,	26123526	26123904
ENST00000321680.11	chr6	+	147204416	147390473	147204416,147205970,147235249,147239169,147260614,147262289,147267083,147278080,147291093,147310083,147311454,147313883,147314263,147314595,147315514,147316228,147324958,147327124,147334156,147339178,147339336,147353322,147359083,147363334,147364000,147373730,147382777,147384713,	147204682,147206068,147235331,147239270,147260749,147262353,147267167,147278204,147291172,147310238,147311527,147314031,147314331,147314636,147315735,147316407,147325084,147327276,147334222,147339238,147339384,147353373,147359323,147363704,147364166,147373842,147382998,147390473,	147204532	147384752
ENST00000296980.7	chr6	-	137143819	137173644	137143819,137147721,137154940,137156758,137158346,137161688,137173412,	137145773,137147891,137155119,137156854,137158482,137161814,137173644,	137145626	137161749
ENST00000368143.6	chr6	-	129831243	129861315	129831243,129833459,129843529,129845766,129861155,	129831386,129833585,129843603,129845852,129861315,	129831321	129861188
ENST00000368087.8	chr6	+	131573225	131584329	131573225,131576662,131579110,131581218,131582620,131583059,131583354,131583741,	131573339,131576735,131579285,131581378,131582715,131583164,131583491,131584329,	131573282	131583905
ENST00000368068.8	chr6	-	131586731	131628242	131586731,131589464,131590321,131591312,131592387,131593005,131594098,131595946,131596517,131598286,131598555,131600037,131602217,131603029,131604177,131605239,131606478,131607927,131610045,131615906,131618406,131619826,131620627,131621880,131623350,131624864,131627395,131627640,131628010,	131587846,131589596,131590442,131591527,131592460,131593171,131594335,131596163,131596688,131598467,131598761,131600162,131602381,131603204,131604320,131605485,131606624,131608071,131610246,131616002,131618519,131619896,131620729,131621979,131623462,131624989,131627483,131627672,131628242,	131587681	131628049
ENST00000357639.8	chr6	+	131637301	131747410	131637301,131641454,131650026,131652541,131652830,131658322,131671247,131674161,131675079,131676735,131677867,131683053,131685363,131685875,131693496,131718671,131720291,131722226,131724039,131726045,131733587,131737354,131738030,131740223,131746785,	131637462,131641530,131650149,131652667,131652891,131658420,131671327,131674281,131675189,131676801,131677940,131683162,131685495,131685907,131693624,131718738,131720379,131722405,131724091,131726200,131733723,131737432,131738163,131740380,131747410,	131637384	131746953
ENST00000644971.2	chr6	-	32041152	32109338	32041152,32041770,32042011,32042265,32042454,32042698,32042950,32043174,32043436,32043748,32044006,32044380,32045005,32046174,32047733,32048362,32049269,32049997,32052669,32053387,32055850,32056585,32058057,32061396,32062156,32064820,32067660,32068389,32068821,32069552,32070126,32071989,32073646,32079032,32081367,32082035,32084412,32085749,32088784,32089222,32095075,32095610,32097795,32109180,	32041450,32041934,32042173,32042362,32042606,32042831,32043081,32043318,32043556,32043892,32044129,32044716,32045326,32046456,32048012,32048650,32049587,32050321,32052993,32053711,32056174,32056903,32058390,32061720,32062483,32065117,32067984,32068707,32069136,32069861,32070414,32072298,32073952,32079365,32081673,32082326,32084709,32086118,32089048,32089379,32095191,32097449,32098206,32109338,	32041351	32098198
ENST00000495262.7	chr6	+	10521350	10629368	10521350,10527473,10528630,10621350,10626416,	10521417,10527660,10529836,10621443,10629368,	10528911	10626604
ENST00000316170.9	chr6	+	10555808	10629368	10555808,10621350,10626416,	10557342,10621443,10629368,	10556423	10626604
ENST00000283141.11	chr6	+	10887051	10974309	10887051,10891512,10893866,10894084,10898010,10898823,10902676,10902874,10906019,10907541,10910147,10910823,10912672,10912866,10924495,10926338,10927239,10928402,10930369,10931439,10935057,10942458,10942676,10955115,10956135,10958783,10961304,10961499,10963781,10973951,	10887135,10891581,10894004,10894204,10898115,10898848,10902762,10902963,10906054,10907684,10910200,10910869,10912765,10912927,10924641,10926432,10927367,10928450,10930514,10931489,10935187,10942529,10942746,10955217,10956242,10958875,10961404,10961558,10963843,10974309,	10887126	10963803
ENST00000379446.10	chr6	-	11183297	11232668	11183297,11188217,11189963,11192344,11193590,11213280,11232503,	11185671,11188307,11191205,11192446,11193692,11213727,11232668,	11185164	11232515
ENST00000327475.11	chr6	+	38715310	39030792	38715310,38722775,38723336,38729901,38734473,38737066,38737808,38741710,38750475,38755971,38761701,38770412,38775753,38778387,38779965,38781253,38783003,38786764,38789802,38790288,38791554,38803178,38805480,38807609,38814053,38815467,38822837,38823561,38826155,38828183,38832321,38834578,38837941,38842367,38842662,38845573,38848647,38850250,38851571,38852693,38853185,38857517,38860456,38862279,38863872,38866590,38866768,38868061,38870400,38872535,38872905,38873235,38875590,38882909,38883321,38883875,38886790,38890651,38894700,38896032,38898257,38899775,38906253,38907955,38909517,38911467,38913848,38915200,38917238,38917924,38921368,38923057,38923990,38926054,38929510,38931810,38935591,38937973,38938797,38945466,38949451,38951317,38971591,38973660,38974373,38982345,38984205,38990011,39008813,39012214,39012447,39026545,39030104,	38715415,38723199,38723471,38729986,38734625,38737256,38737972,38741887,38750589,38756079,38761803,38770559,38775951,38778464,38780065,38781373,38783139,38786952,38789883,38790405,38791674,38803311,38805596,38807716,38814129,38815657,38823034,38823688,38826391,38828288,38832435,38834641,38838042,38842505,38842903,38845773,38848801,38850414,38851674,38852798,38853347,38857742,38860629,38862458,38864060,38866677,38866876,38868196,38870562,38872782,38873147,38873376,38875828,38883052,38883456,38883998,38887004,38890761,38894864,38896225,38898380,38899906,38906407,38908120,38909744,38911586,38913952,38915377,38917406,38918140,38921506,38923185,38924162,38926210,38929666,38931993,38935697,38938226,38938988,38945588,38949570,38951520,38971665,38973813,38974529,38982462,38984307,38990172,39008970,39012367,39012637,39026667,39030792,	38722809	39030389
ENST00000287218.9	chr6	+	37819726	38154624	37819726,37929958,38061592,38082391,38116571,38152234,	37820016,37929999,38061775,38082457,38116739,38154624,	37819945	38152386
ENST00000481247.6	chr6	-	38168450	38639929	38168450,38192518,38256408,38288271,38344983,38577599,38580217,38592575,38593963,38597909,38639799,	38175182,38192597,38256516,38288461,38345093,38577719,38580437,38592840,38594327,38598121,38639929,	38174987	38598094
ENST00000373365.5	chr6	-	38675924	38703145	38675924,38682011,38682807,38684373,38686891,38702970,	38677383,38682101,38682875,38684514,38686974,38703145,	38677297	38703054
ENST00000366953.8	chr6	-	160216754	160258821	160216754,160224704,160241473,160242293,160243571,160245438,160247183,160249215,160250547,160256613,160258343,	160217498,160224804,160241586,160242402,160243786,160245545,160247298,160249384,160250702,160256717,160258821,	160217434	160258757
ENST00000275300.3	chr6	+	160348377	160452577	160348377,160397978,160407040,160408752,160410728,160436779,160436996,160442760,160443629,160447718,160450995,	160348848,160398082,160407195,160408921,160410846,160436877,160437211,160442869,160443742,160447818,160452577,	160348419	160451053
ENST00000316300.10	chr6	-	160531481	160664275	160531481,160532530,160537854,160540042,160541106,160542687,160545439,160547788,160548477,160556024,160557389,160577135,160578522,160585045,160586448,160589552,160590943,160593957,160595353,160599499,160600916,160605045,160606476,160611561,160612931,160617116,160618483,160622662,160624029,160628206,160629573,160633752,160635122,160639299,160640666,160644846,160646213,160650337,160664165,	160531890,160532649,160537961,160540183,160541181,160542808,160545533,160547937,160548659,160556184,160557571,160577295,160578704,160585205,160586630,160589712,160591101,160594117,160595535,160599659,160601098,160605205,160606658,160611721,160613113,160617276,160618665,160622822,160624211,160628366,160629755,160633912,160635304,160639459,160640848,160645006,160646395,160650497,160664275,	160531731	160664214
ENST00000392142.9	chr6	+	160991768	161117380	160991768,161034258,161048615,161070607,161073465,161080880,161084500,161086378,161086583,161087687,161089321,161091378,161092009,161092977,161093772,161097079,161098277,161101891,161102698,161106513,161107898,161108742,161109754,161111835,161112667,161115122,161116849,	160992083,161034449,161049979,161070850,161073612,161081038,161084617,161086478,161086667,161087954,161089471,161091540,161092143,161093056,161093851,161097176,161098427,161101992,161102779,161106705,161107969,161108859,161109914,161111958,161112774,161115302,161117380,	160991931	161116867
ENST00000320285.9	chr6	-	161129966	161274061	161129966,161139421,161146523,161149186,161153345,161154148,161166247,161232035,161273937,	161136634,161139620,161146599,161149289,161153499,161154310,161166417,161232302,161274061,	161136542	161232213
ENST00000366898.6	chr6	-	161347416	162727766	161347416,161360087,161386793,161548853,161569354,161785771,161973301,162054090,162201130,162262524,162443309,162727661,	161350211,161360205,161386877,161549003,161569416,161785908,161973417,162054174,162201252,162262765,162443473,162727766,	161350101	162727668
ENST00000366888.7	chr6	+	162727973	163315500	162727973,162814146,163062149,163089258,163314826,	162728391,162814281,163062321,163089408,163315500,	162728235	163314984
ENST00000371459.6	chr6	-	44826725	45377934	44826725,44932652,44953309,44954494,44961752,45003652,45014800,45020545,45105921,45365200,45377767,	44829857,44932763,44953417,44954607,44961828,45003792,45014891,45020632,45106006,45365301,45377934,	44829818	45365301
ENST00000359314.5	chr6	+	47477788	47627263	47477788,47503279,47533601,47544605,47554645,47574063,47576523,47577008,47579384,47580863,47582002,47595860,47599300,47606164,47607926,47609122,47612472,47624185,	47478248,47503440,47533755,47544706,47554766,47574251,47576602,47577103,47579489,47580900,47582065,47596026,47599443,47606277,47608028,47609304,47612536,47627263,	47478244	47624224
ENST00000371211.7	chr6	+	47782031	47826381	47782031,47786514,47791801,47795228,47808153,47811673,47823982,	47782196,47786634,47791972,47795563,47808395,47811731,47826381,	47782066	47823988
ENST00000368851.10	chr6	+	111087502	111231194	111087502,111172694,111177211,111206591,111218813,111222002,	111088095,111172839,111177665,111206735,111219042,111231194,	111087752	111222232
ENST00000671876.2	chr6	+	111259338	111280005	111259338,111262256,111263829,111265875,	111259727,111262425,111263946,111280005,	111259700	111267116
ENST00000368802.8	chr6	-	111299032	111483218	111299032,111307360,111309852,111311068,111313351,111315266,111322568,111329531,111331675,111333122,111335468,111343924,111349217,111351675,111357013,111358821,111363852,111365264,111367114,111372595,111377700,111379981,111381324,111387764,111388000,111389105,111390085,111392875,111405469,111411479,111416282,111482749,	111300156,111307570,111310099,111311259,111313489,111315381,111322678,111329738,111331784,111333367,111335610,111344043,111349336,111351791,111357125,111359014,111363978,111365344,111368028,111376757,111377843,111380219,111381444,111387913,111388085,111389210,111390180,111392972,111405630,111411554,111416472,111483218,	111300018	111482888
ENST00000369415.9	chr6	-	89364615	89412273	89364615,89372436,89377670,89379223,89380167,89387294,89411845,	89368207,89372585,89377813,89379338,89380367,89387590,89412273,	89368058	89411993
ENST00000339746.9	chr6	+	89433151	89633821	89433151,89566833,89595915,89603028,89606006,89612271,89613791,89616558,89617953,89621921,89623409,89623871,89624538,89627582,89629111,89630432,	89433375,89567096,89596014,89603127,89606105,89612370,89613890,89616657,89618031,89622026,89623544,89624057,89624691,89627696,89629238,89633821,	89566976	89631001
ENST00000378119.9	chr6	-	24704860	24719154	24704860,24708776,24714317,24716147,24718539,	24706262,24708911,24714440,24716324,24719154,	24706139	24718668
ENST00000565469.4	chr6	-	24797334	24798917	24797334,24798592,	24797837,24798917,	24797412	24798857
ENST00000369622.8	chr6	-	85613975	85642886	85613975,85618817,85619267,85622481,85623976,85636966,85637242,85640220,85640445,85641291,85642796,	85615347,85618939,85619417,85622687,85624112,85637143,85637356,85640328,85640564,85641451,85642886,	85614758	85641439
ENST00000374467.4	chr6	-	33572551	33580276	33572551,33574033,33575297,33575792,33577534,33580024,	33573907,33574214,33575441,33575928,33577635,33580276,	33573805	33577604
ENST00000605930.3	chr6	+	33621321	33696562	33621321,33640483,33655765,33657931,33658669,33659020,33659465,33662527,33662910,33663499,33663737,33664869,33665052,33665834,33667128,33667791,33668514,33668973,33670324,33670670,33671164,33672028,33673590,33674207,33675690,33676767,33677014,33677503,33678420,33678638,33679881,33680328,33680554,33682523,33683206,33684019,33684356,33684597,33684773,33685358,33685642,33686052,33686408,33687008,33687225,33687477,33688056,33688238,33688655,33689237,33690033,33690916,33691614,33691800,33692727,33693544,33694923,33695711,	33621691,33640554,33655887,33658018,33658828,33659119,33659549,33662674,33663006,33663550,33663880,33664969,33665213,33665976,33667290,33667964,33668634,33669156,33670576,33670815,33671306,33672228,33673720,33674265,33675856,33676932,33677089,33677629,33678543,33678839,33680133,33680454,33680680,33682644,33683397,33684168,33684465,33684688,33684943,33685533,33685827,33686253,33686519,33687104,33687327,33687564,33688167,33688431,33688781,33689410,33690198,33691109,33691719,33691928,33692893,33693705,33695085,33696562,	33621602	33695777
ENST00000607484.6	chr6	-	33696763	33711700	33696763,33700443,33701345,33711548,	33697750,33700513,33701420,33711700,	33697655	33711686
ENST00000293756.5	chr6	-	33721661	33746905	33721661,33725440,33726730,33728086,33735277,33746757,	33723187,33725616,33726906,33728300,33735655,33746905,	33722722	33735476
ENST00000293760.10	chr6	-	33771212	33789130	33771212,33776953,33777137,33778241,33780099,33781076,33784351,33786733,33788380,	33772778,33777056,33777239,33778387,33780179,33781153,33784427,33786774,33789130,	33772630	33789116
ENST00000314073.10	chr6	+	42782051	42868556	42782051,42810305,42822017,42822795,42822934,42828492,42852091,42853637,42855855,42857090,42860261,42862509,42864658,	42782101,42810401,42822063,42822844,42823003,42830172,42852197,42853738,42855917,42857236,42860356,42862612,42868556,	42822022	42865443
ENST00000371477.4	chr6	+	44387705	44450425	44387705,44390267,44392666,44393445,44396340,44403808,44406322,44408443,44419448,44422646,44424418,44426102,44426481,44429712,44445654,44446606,	44387868,44390371,44392828,44393573,44396440,44404027,44406467,44408632,44419597,44422809,44424583,44426183,44426724,44429910,44445867,44450425,	44387823	44446708
ENST00000244728.10	chr6	-	56056589	56247580	56056589,56059164,56060017,56060740,56060890,56061648,56064577,56067294,56069045,56070744,56074231,56075478,56077528,56101471,56124061,56124238,56125566,56126095,56141784,56141929,56156886,56164422,56164813,56166905,56168123,56170648,56170959,56179577,56182530,56247386,	56057844,56059242,56060218,56060795,56061037,56061681,56064622,56067330,56069117,56070798,56074285,56075532,56077573,56101525,56124115,56124292,56125620,56126149,56141838,56141983,56156949,56164506,56164822,56166983,56168297,56170865,56171128,56180129,56182656,56247580,	56057659	56182618
ENST00000257765.10	chr6	-	73241313	73263196	73241313,73242054,73242405,73262773,	73241728,73242237,73242530,73263196,	73241531	73242517
ENST00000257776.5	chr6	+	84033771	84090881	84033771,84055311,84062892,84089090,	84033883,84055445,84062992,84090881,	84055318	84089478
ENST00000403245.8	chr6	-	84124249	84227643	84124249,84126377,84146686,84149561,84152544,84155297,84160811,84161745,84163143,84169327,84171605,84174047,84174726,84175213,84185186,84186331,84193608,84194883,84200788,84201736,84203980,84212956,84215281,84215775,84221056,84226336,84227579,	84125276,84126512,84146785,84149703,84153179,84155510,84160916,84161909,84163270,84169433,84171718,84174188,84174954,84175347,84185448,84186623,84193690,84195075,84200905,84201767,84204096,84213024,84215465,84215922,84221171,84226452,84227643,	84125072	84226393
ENST00000402938.4	chr6	-	89254463	89315299	89254463,89264411,89265612,89267678,89268013,89269010,89271654,89299758,89315052,	89257981,89264608,89265765,89267819,89268096,89269234,89271722,89299865,89315299,	89257672	89315165
ENST00000369020.8	chr6	-	107702153	107824313	107702153,107707865,107720702,107744948,107746688,107749683,107772171,107824125,	107705325,107708011,107720993,107745143,107746889,107749813,107772386,107824313,	107705202	107772327
ENST00000368417.6	chr6	+	123803864	124825640	123803864,124283004,124355266,124658185,124791338,124818386,124823219,	123804254,124283142,124355347,124658386,124791399,124818468,124825640,	123804200	124823226
ENST00000521654.7	chr6	+	124962436	125092633	124962436,125045210,125057941,125076656,125081435,125082863,	124963426,125045444,125058106,125076858,125081507,125092633,	124962544	125082934
ENST00000534000.6	chr6	+	125153772	125264407	125153772,125220077,125229117,125248281,125253716,125257097,125262833,	125153970,125220193,125229266,125248383,125253755,125257158,125264407,	125153951	125262959
ENST00000398153.7	chr6	-	125275349	125301967	125275349,125277101,125292840,125298713,125300537,125301848,	125276243,125277240,125292909,125298816,125300659,125301967,	125276148	125301932
ENST00000368364.4	chr6	+	125749631	125761269	125749631,125751800,125752006,125754464,125759116,	125749859,125751879,125752090,125754546,125761269,	125749776	125759799
ENST00000367651.4	chr6	-	139371806	139374648	139371806,139374412,	139373952,139374648,	139373134	139373944
ENST00000360961.11	chr6	-	166364918	166382940	166364918,166365973,166366794,166370217,166382805,	166365453,166366106,166366891,166370221,166382940,	166365431	166382876
ENST00000370888.6	chr6	+	53795004	53924125	53795004,53842109,53878992,53882886,53896497,53896828,53897284,53899746,53902628,53904378,53913853,53919497,53920624,53922634,	53795415,53842227,53879071,53882976,53896554,53896892,53897359,53899891,53902747,53904462,53913969,53919670,53920761,53924125,	53795256	53922790
ENST00000502396.6	chr6	+	54111442	54266280	54111442,54121446,54124472,54136714,54149055,54160366,54160515,54160739,54169527,54189869,54202104,54230713,54257307,54265949,	54111575,54121602,54124865,54138286,54149127,54160432,54160599,54160799,54169572,54189914,54202233,54230917,54257361,54266280,	54111479	54265952
ENST00000370435.5	chr6	+	71288810	71309059	71288810,71293292,71293532,71296316,71296494,71296671,71301385,	71289170,71293379,71293611,71296395,71296561,71296817,71309059,	71288936	71302046
ENST00000636930.2	chr6	+	156777377	157210779	156777377,156829226,156901375,156935465,157084661,157110471,157133027,157148623,157167039,157174007,157174846,157180968,157184230,157189641,157190037,157196164,157198810,157200704,157203865,157206166,	156779471,156829421,156901525,156935576,157084905,157110561,157133207,157148951,157167185,157174117,157175005,157181178,157184435,157189780,157190210,157196315,157198907,157201488,157203996,157210779,	156777680	157207888
ENST00000612899.5	chr6	+	137867258	137883312	137867258,137871212,137874844,137875687,137875995,137877075,137878431,137880070,137881034,	137867542,137871522,137875035,137875835,137876166,137877256,137879351,137880252,137883312,	137871227	137881316
ENST00000398212.7	chr6	-	121079493	121334480	121079493,121090852,121106022,121112504,121113061,121115171,121126377,121131626,121160009,121160947,121205074,121223235,121239069,121241464,121242200,121255327,121256083,121279120,121281543,121283817,121292052,121294569,121299445,121303616,121304364,121304521,121304754,121307975,121310778,121317494,121321632,121334275,	121080890,121091041,121106163,121112659,121113177,121115241,121126461,121131752,121160103,121161056,121205163,121223352,121239188,121241552,121242339,121255410,121256285,121279245,121281686,121283910,121292193,121294660,121299505,121303761,121304426,121304625,121304833,121308101,121310847,121317672,121321794,121334480,	121080773	121334430
ENST00000370989.7	chr6	-	52831847	52840813	52831847,52832858,52834140,52836235,52837557,52840726,	52831970,52832990,52834282,52836368,52837609,52840813,	52831850	52840813
ENST00000436639.7	chr6	-	108984308	109094846	108984308,108988542,108990644,108992786,108994461,108998512,109000490,109001287,109002277,109093794,	108987630,108988687,108990835,108992899,108994609,108998755,109000673,109001488,109002343,109094846,	108987546	109094073
ENST00000517392.6	chr6	+	109095506	109174418	109095506,109145218,109146757,109150117,109153832,109155229,109155790,109159024,109159268,109160571,109162748,	109095575,109145381,109146937,109150239,109153949,109155307,109155877,109159102,109159462,109160716,109174418,	109145221	109162967
ENST00000341911.10	chr6	+	135181307	135219172	135181307,135185902,135187833,135189790,135190126,135192323,135193837,135194355,135195747,135196960,135198907,135200084,135200289,135201638,135203216,135217863,	135181536,135186020,135187905,135189883,135190347,135192558,135193918,135194460,135196002,135197323,135199050,135200199,135200415,135201749,135203324,135219172,	135181513	135217977
ENST00000354674.5	chr6	-	152121686	152168312	152121686,152130719,152132121,152133275,152135103,152136617,152139949,152141202,152143622,152145486,152148044,152149476,152151552,152151958,152154891,152155909,152164162,152168112,	152122676,152130778,152132214,152133488,152135232,152136818,152140161,152141329,152143765,152145555,152148378,152149668,152151690,152152141,152155042,152156097,152164325,152168312,	152122438	152168204
ENST00000367255.10	chr6	-	152121686	152637362	152121686,152130719,152132121,152133275,152135103,152136617,152139949,152141202,152143622,152148044,152149476,152151552,152151958,152154891,152155909,152164162,152176393,152180135,152189251,152201823,152206167,152207971,152211493,152213611,152214905,152218256,152219002,152220841,152221425,152224493,152225720,152230546,152231390,152232115,152233780,152234667,152236106,152236816,152239532,152242239,152244536,152249160,152254879,152255590,152256633,152262031,152268055,152269154,152278088,152281806,152283977,152293587,152293959,152300640,152301868,152308488,152309834,152310395,152310687,152316848,152318080,152318862,152321237,152321720,152323477,152325083,152325957,152326295,152329729,152334007,152336840,152339240,152344080,152347058,152350167,152350617,152352026,152353262,152353588,152354658,152358372,152359314,152362169,152364846,152367217,152368971,152369470,152373036,152376380,152376775,152381005,152385673,152387071,152390279,152391276,152395515,152396774,152398618,152399615,152401137,152404212,152407013,152409067,152409558,152413351,152416386,152419568,152425380,152427692,152428204,152430111,152430481,152433794,152435940,152441129,152442074,152444410,152447457,152449532,152450624,152451046,152453585,152455425,152455885,152458756,152461596,152462737,152463352,152465257,152465981,152471596,152472300,152483084,152484834,152488395,152498741,152502632,152505200,152510192,152511010,152520458,152526079,152539959,152628264,152636637,152637188,	152122676,152130778,152132214,152133488,152135232,152136818,152140161,152141329,152143765,152148378,152149668,152151690,152152141,152155042,152156097,152164325,152176560,152180294,152189407,152201949,152206362,152208206,152211588,152213759,152215060,152218403,152219185,152221046,152221559,152224664,152225876,152230702,152231567,152232265,152233963,152234800,152236303,152236948,152239706,152242440,152244656,152249262,152255089,152255746,152256765,152262188,152268165,152269286,152278280,152281980,152284172,152293749,152294127,152300781,152302063,152308632,152310017,152310518,152310873,152316986,152318263,152319015,152321390,152321886,152323737,152325302,152326102,152326633,152331890,152334273,152337017,152339366,152344227,152347235,152350335,152350770,152352353,152353433,152353744,152354976,152358537,152359458,152362323,152365019,152367382,152369127,152369614,152373219,152376558,152376912,152381362,152385838,152387381,152390452,152391568,152395671,152396980,152398731,152399823,152401341,152404314,152407196,152409226,152409709,152413531,152417015,152419722,152425547,152427816,152428392,152430210,152430709,152433945,152436101,152441270,152442245,152444578,152447622,152449641,152450833,152451205,152453720,152455590,152456044,152458930,152461740,152462890,152463517,152465460,152466078,152471765,152472413,152483249,152484972,152488503,152498792,152502742,152505397,152510371,152511103,152520542,152526175,152540021,152628554,152636805,152637362,	152122438	152628331
ENST00000361794.7	chr6	+	130018580	130141438	130018580,130022226,130042684,130049281,130049755,130051248,130052858,130055170,130057405,130060035,130066352,130068329,130070975,130078557,130083619,130086139,130092744,130094264,130104425,130120878,130133451,130133842,130139609,	130018664,130022305,130042801,130049393,130049830,130051408,130052991,130055255,130057497,130060140,130066488,130068421,130071127,130078634,130083705,130086250,130092859,130094367,130104575,130120958,130133621,130133905,130141438,	130042699	130139750
ENST00000439090.7	chr6	-	130144314	130222951	130144314,130145339,130146009,130154824,130175840,130184102,130184437,130209494,130214336,130215194,130216570,130222693,	130144804,130145422,130146181,130155025,130176008,130184187,130184623,130209608,130214526,130215294,130216616,130222951,	130144522	130215273
ENST00000376485.9	chr6	+	30626873	30646821	30626873,30627459,30627635,30627850,30628031,30628328,30640376,30640534,30642175,30642767,30645894,30646066,30646468,	30626992,30627520,30627727,30627911,30628145,30628430,30640422,30640603,30642247,30643011,30645974,30646109,30646821,	30626885	30646640
ENST00000683102.1	chr6	+	68635889	68635967	68635889,	68635967,	68635889	68635964
ENST00000678782.1	chr6	+	53065601	53065673	53065601,	53065673,	53065601	53065670
ENST00000683730.1	chr6	-	16328341	16328431	16328341,	16328431,	16328344	16328431
ENST00000675098.1	chr6	-	53041265	53041385	53041265,	53041385,	53041268	53041385
ENST00000368885.8	chr6	+	110874784	110895713	110874784,110887504,110888856,110890253,110892160,110892298,110892734,110892909,110893475,	110875215,110887591,110888983,110890356,110892203,110892443,110892827,110893065,110895713,	110875105	110893613
ENST00000379802.8	chr6	+	7541670	7586714	7541670,7555717,7558115,7559225,7562651,7563735,7565358,7566376,7567353,7567780,7568436,7569185,7570436,7571382,7571841,7574085,7574656,7575294,7576293,7576958,7577778,7578463,7579274,7582641,	7542085,7555820,7558264,7559400,7562780,7563786,7565520,7566481,7567449,7567906,7568589,7569340,7570563,7571584,7572068,7574252,7574795,7575488,7576456,7577042,7577886,7578562,7581569,7586714,	7541915	7585875
ENST00000340692.10	chr6	-	39904169	39934462	39904169,39909054,39909834,39912263,39912891,39913316,39913773,39916067,39925677,39927328,39934294,	39907117,39909102,39909955,39912374,39913004,39913428,39913835,39916232,39925845,39927455,39934462,	39906359	39934417
ENST00000275162.10	chr6	+	122996234	123072925	122996234,122997218,123010984,123048621,123055805,123063673,	122996746,122998166,123011159,123048732,123056026,123072925,	122997777	123063758
ENST00000334268.9	chr6	-	123216338	123636950	123216338,123221486,123224092,123252411,123255080,123255866,123259623,123260611,123265317,123267706,123269848,123271138,123272963,123273336,123274640,123278317,123279055,123316456,123331878,123337618,123352538,123366134,123375604,123377715,123377865,123381369,123382117,123388521,123393623,123438062,123438943,123464905,123497192,123503718,123512302,123516140,123530505,123547339,123548453,123570922,123636753,	123218740,123221522,123224131,123252435,123255125,123255902,123259662,123260638,123265338,123267751,123269866,123271186,123273011,123273363,123274670,123278347,123279082,123316495,123331929,123337669,123352586,123366182,123375631,123377742,123377898,123381390,123382147,123388551,123393677,123438122,123439003,123464983,123497252,123503901,123512362,123516206,123530565,123547372,123548612,123571132,123636950,	123218603	123636775
ENST00000357618.10	chr6	+	26087428	26098343	26087428,26090840,26091313,26092684,26093118,26094185,	26087516,26091104,26091589,26092960,26093232,26098343,	26087440	26094223
ENST00000414691.8	chr6	-	11713522	11778803	11713522,11723348,11735567,11766273,11768248,11778606,	11714512,11723500,11735683,11766375,11768383,11778803,	11714480	11778759
ENST00000379388.7	chr6	+	12012311	12164999	12012311,12015525,12089183,12119889,12129758,12130766,12135790,12161438,12163282,	12012566,12015668,12089237,12125870,12129892,12130942,12135892,12161929,12164999,	12015628	12164458
ENST00000379375.6	chr6	+	12290360	12297194	12290360,12292340,12293940,12294260,12295961,	12290693,12292509,12294096,12294404,12297194,	12290629	12296064
ENST00000265678.9	chr6	-	166409363	166627251	166409363,166413793,166418224,166419881,166423255,166430452,166432400,166448723,166451102,166459448,166469840,166488832,166490670,166498507,166500886,166504505,166508202,166510276,166531231,166538667,166626920,	166412887,166413931,166418342,166419958,166423417,166430611,166432490,166448849,166451233,166459551,166469905,166488921,166490741,166498650,166500924,166504612,166508282,166510357,166531313,166538784,166627251,	166412764	166627019
ENST00000444122.3	chr6	-	166583008	166586678	166583008,	166586678,	166586123	166586477
ENST00000376809.10	chr6	+	29942531	29945870	29942531,29942756,29943267,29944121,29944499,29945058,29945233,29945450,	29942626,29943026,29943543,29944397,29944616,29945091,29945281,29945870,	29942553	29945452
ENST00000418931.7	chr6	+	33075989	33089696	33075989,33080671,33084949,33085778,33086218,33086538,	33076141,33080935,33085231,33085889,33086242,33089696,	33076041	33086235
ENST00000374975.4	chr6	-	32517352	32530287	32517352,32518053,32518555,32519369,32521904,32530124,	32517752,32518077,32518666,32519651,32522174,32530287,	32517741	32530224
ENST00000685781.1	chr6	+	31972362	31981446	31972362,31972620,31978902,31979413,31980450,31980653,31981003,	31972511,31972757,31978998,31979553,31980548,31980801,31981446,	31972411	31981046
ENST00000472091.2	chr6	-	11102488	11111725	11102488,11111676,	11105630,11111725,	11103696	11105310
ENST00000367066.8	chr6	-	159034480	159044991	159034480,159038113,159039113,159040722,159041353,159042077,159043588,159043977,159044119,159044878,	159037124,159038228,159039309,159040832,159041515,159042244,159043655,159044031,159044204,159044991,	159035829	159044146
